392.543	3928.42
394.596	4857.86
396.649	6200
398.701	6325.06
400.754	7831.25
402.807	9888.57
404.86	14275.1
406.913	17575.9
408.965	19135.2
411.018	20169.7
413.071	21661.9
415.124	23307.3
417.177	24901.2
419.229	26168.8
421.282	26766.6
423.335	27394.5
425.388	27410.7
427.441	27324.6
429.493	26995.2
431.546	26014.1
433.599	25533.9
435.652	25537.4
437.705	26516.8
439.757	27304.5
441.81	27755.8
443.863	28232
445.916	28739.5
447.969	29210.3
450.021	29751.3
452.074	30098.5
454.127	30306.2
456.18	30420.5
458.233	30374.7
460.285	30456.1
462.338	30577.3
464.391	30630.6
466.444	30963.6
468.497	31034.8
470.549	31052.2
472.602	31250
474.655	31587
476.708	31959.7
478.761	32424.7
480.813	32983.7
482.866	33261.4
484.919	33403.4
486.972	33682.1
489.025	33419.6
491.077	32744.9
493.13	32902.4
495.183	33068
497.236	32506.8
499.289	32086.6
501.341	32357.7
503.394	32733.3
505.447	32977.9
507.5	33410.8
509.553	33726.9
511.605	34452.2
513.658	34891
515.711	33867
517.764	33726.8
519.817	33223.2
521.869	32781.9
523.922	32722.3
525.975	33402
528.028	34101
530.081	34522.6
532.133	35158.6
534.186	35629.2
536.239	35930.8
538.292	35136.4
540.345	34513.9
542.397	34773
544.45	35301.8
546.503	35610
548.556	35889.4
550.609	36124.6
552.661	36258.2
554.714	36301.2
556.767	36307.8
558.82	36400
560.873	36442
562.925	36257.3
564.978	35811.4
567.031	35538.8
569.084	35529.8
571.137	35734.4
573.189	36054.6
575.242	36266.8
577.295	36583.5
579.348	36709
581.401	36425.1
583.453	36342.8
585.506	36209.7
587.559	36155.6
589.612	35364.8
591.665	35058.6
593.717	35120.2
595.77	35269.3
597.823	35705
599.876	36088.7
601.929	36421
603.981	36727.7
606.034	37026.8
608.087	37159
610.14	37145.9
612.193	36985
614.245	36752
616.298	36586.5
618.351	36423
620.404	36404
622.457	36324
624.509	36073.3
626.562	35686
628.615	35459.1
630.668	35325.9
632.721	35359.2
634.773	35699.1
636.826	36050.5
638.879	36228.6
640.932	36187.6
642.985	36037.1
645.037	35459.8
647.09	34944.7
649.143	34832.2
651.196	34829.5
653.249	34599.1
655.301	34225.6
657.354	34641
659.407	35271.9
661.46	36186.9
663.513	36394.4
665.565	35550.3
667.618	34714.1
669.671	34805.1
671.724	35232.6
673.777	35608.4
675.829	35655.6
677.882	35522.6
679.935	35283.4
681.988	34962.7
684.041	34100.8
686.093	32779.1
688.146	31709.8
690.199	32107
692.252	32196.8
694.305	32218.5
696.357	32633.5
698.41	32636.9
700.463	32313.3
702.516	32453.6
704.569	32936.3
706.621	33220
708.674	33411.3
710.727	33392.2
712.78	32975
714.833	31590.1
716.885	28823.8
718.938	26436.5
720.991	26974.9
723.044	27720.9
725.097	27006.3
727.149	26809.2
729.202	27087
731.255	28059.7
733.308	29686.8
735.361	30822.1
737.413	31337.9
739.466	31685.7
741.519	32071.6
743.572	32374.4
745.625	32459.8
747.677	32395.3
749.73	32184.2
751.783	32023
753.836	32011.4
755.889	31757.8
757.941	29839.6
759.994	23696.4
762.047	18220.8
764.1	20075.3
766.153	24299.1
768.205	28340.2
770.258	30508.8
772.311	31281.9
774.364	31527.2
776.417	31558.7
778.469	31515.8
780.522	31388.5
782.575	31278.4
784.628	31079
786.681	30833.6
788.733	30319.9
790.786	29858.5
792.839	29774.6
794.892	29847.9
796.945	29761.3
798.997	29780
801.05	29483.6
803.103	29160.8
805.156	29098.7
807.209	29320.4
809.261	29057.9
811.314	28202.3
813.367	26709.5
815.42	24336.3
817.473	22801.8
819.525	22917.8
821.578	24112
823.631	23881.6
825.684	24036.7
827.737	25270.5
829.789	24698.9
831.842	24948.3
833.895	25390.6
835.948	26170.1
838.001	27101.2
840.053	27727.3
842.106	28134.1
844.159	28295.9
846.212	28356.7
848.265	28519.1
850.317	28217.3
852.37	27555
854.423	27490.1
856.476	26256.7
858.529	27361.3
860.581	28243
862.634	28642.1
864.687	28803.5
866.74	28090.8
868.793	26075.7
870.845	26744.6
872.898	27241.2
874.951	27057.8
877.004	26732.7
879.057	26598.9
881.109	26475.1
883.162	25995.1
